id,Insult,Date,Comment,Usage
588,1,20120531213833Z,"""you're an ignorant COW""",PrivateTest
589,0,20120531043550Z,"""C'mon dave.sharpe you are asking for a miracle with that request. ;)""",PrivateTest
590,1,20120531162848Z,"""\xa0Are you going to ask first, or just have your way with it?""",PrivateTest
591,1,20120601224045Z,"""Doesn't change the fact that you look like a fool for defending this murderer""",PrivateTest
592,1,20120527004747Z,"""You shole lizz uhgly.""",PrivateTest
593,1,20120826222754Z,"""Dude, you're delusional. You may consider betting back on your meds.""",PrivateTest
594,1,20120527140719Z,"""Let it go, Matthew. This shit is making you look more like an asshole than usual.""",PrivateTest
595,0,20120528224903Z,"""We lose our freedoms, a little at a time, when we don't pay attention.""",PrivateTest
596,0,20120528004403Z,"""your style is certainly diverse!""",PrivateTest
597,1,20120527195041Z,"""i'm not picking a fight.  I'm just saying you're an idiot because you're being an idiot.""",PrivateTest
598,1,20120527210926Z,"""that little fat cracker wanted some of that good black pussy so he let her drive around thinking that would get him laid....\n\ngood luck poppin pills and listening to death metal til you eventually commit suicide emo-fag""",PrivateTest
599,0,20120601140659Z,"""Gay super hero???? Fuck this shit... DC comics released a fucking gay green lantern... Thats why I only read Conan.""",PrivateTest
600,0,20120528232923Z,"""You always are.\n\n""",PrivateTest
601,1,20120527233520Z,"""U dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fuc.king the crew back in da days..lmao...now u grew up to hate black men wit money cuz u know dsts what your mom is looking for..lol..tell her I'll pass up on dat a.ss cuz it got to many miles on it howeva she can give me some slow head...lol..lol..lol...""",PrivateTest
602,0,20120528192028Z,"""Well maybe if you didn't let yourself go and pack on all those pounds.""",PrivateTest
603,1,20120602162127Z,"""Keep digging, your hole isn't quite deep enough yet ..\xa0""",PrivateTest
604,1,20120527221105Z,"""he won't won anything all time with arsenal?? i bet you're one guys that saying it arsenal will finish outside top 4th..i hope u don't change your fucking brain when we win titles.. u brainless kid""",PrivateTest
605,1,20120531185113Z,""".. no they are your hero because your stones still haven't dropped and you're too much of a girly man to pull the trigger. Put down your computer and get involved nerd boy. Don't be a pathetic loser your whole life. Strap up or S TF U.""",PrivateTest
606,1,20120602113132Z,"""Your comments are as retarded as you are. Typical United hater""",PrivateTest
607,1,20120529103035Z,"""idiot. google the word blog, you stupid stupid idiot. """,PrivateTest
608,0,20120601201055Z,"""lol...what are you talking about?""",PrivateTest
609,0,20120824182221Z,"""Mitt's taxes is NOTHING BUT A DISTRACTION FROM THE FAILURE OF obama.\n\nobama failed.\n\n\nobama failed\n\n\nobama failed\n\nobama failed\n\n\nFOUR YEARS is enough.""",PrivateTest
610,0,20120528171743Z,"""The look you wanted!""",PrivateTest
611,0,20120528221443Z,"""valerie labelle are you listenin?""",PrivateTest
612,1,20120529144058Z,"""Your mother was stupid for not going by the clinic""",PrivateTest
613,1,20120601120411Z,"""and you are obviously a homo""",PrivateTest
614,0,20120527072735Z,"""Big Bitches cant fight they just grab the other bitches hair and swing um around cuz they stronger smh they need to learn that if u dont grab hair, u can accually punch wit both ur hands LMAO""",PrivateTest
615,0,20120527233756Z,"""Nice try, libs. Go down with the ship if you must, but ... the sack-of-lying-shit ship is going down.""",PrivateTest
616,0,20120531185610Z,"""Congrats Elisabeth, you are a semi-finalist! You can vote for your board on our Facebook page!""",PrivateTest
617,0,20120824171757Z,"""The American diet has damaged Black Americans.  With the large consumption of processed, denatured foods that are full of starch and sugar, it's understandable why disease, behavioral problems, mental health and weight issues are rampant.  Let's not even talk about meat that is filled with parasites, worms, tumors, other diseases--and then shot up with antibiotics, hormones and other chemicals.   \n\nWe carry the GENETIC SIGNATURE of West and Central AfRAkans.  We are TROPICAL BLACKS.  Our diet SHOULD consist of food from the tropics.  Simple.  Our cells REQUIRE electrical and ALKALINE foods.   Look at Blacks from the tropics.  Are they overweight and stricken with health problems?  """,PrivateTest
618,1,20120527221112Z,"""Are you mad I don't believe ur bullshit? You fucking homo wanna be thug!""",PrivateTest
619,0,20120824175502Z,"""Oh du calme on ne va pas te d\xe9porter. Il faudrait vraiment \xeatre stupide pour ne pas dire con pour parler de Cal92""",PrivateTest
620,0,20120529163552Z,"""you are on to something there""",PrivateTest
621,0,20120601111131Z,"""I love my bitches dumb and stupid, can you cook?""",PrivateTest
622,1,20120602191200Z,"""What is your evidence that she's a painfully bad actress?  Do you know her from anything else other than <i>Twilight</i>?  Why don't you hunker on down to IMDb and see what else she's done, then come back and say something as stupid as what you said.  """,PrivateTest
623,1,20120529020643Z,"""you're just a broke ass..""",PrivateTest
624,0,20120527070308Z,"""When you find faults in others the rest four fingers point at you. \n\n\nLearn to know how you are  more idiot than others, you will have humility else like kango you will be die being ignorant and arrogant.""",PrivateTest
625,0,20120528043844Z,"""100% Pure Fuckery, thx niggas keep making this music for ur children\xa0""",PrivateTest
626,0,20120601151211Z,"""YOU ARE AWESOME!  CONGRATUALTIONS!""",PrivateTest
627,0,20120531130024Z,"""I sure hope you are wrong about that.""",PrivateTest
628,1,20120601034035Z,""" Get your eyes checked! Fat is never beautiful. """,PrivateTest
629,0,20120825201052Z,"""Yes, kind of like Warren (Lefty) calling someone a name.....\n\n\xa0I never ""like"" comments that disparage others...\n\nMany times I even ""like"" your comments Sol..though I've never seen you ""like"" anyone yourself.....Hmmmmm\n\nTres, on the other hand is\xa0generous\xa0\nwith all....""",PrivateTest
630,1,20120528225205Z,"""lol fuckin white fag think he can sing and he is black smh! he is lame! UNTALENTED PALE WHITE MAN IS NOT BLACK MAN GET OVER IT! """,PrivateTest
631,0,20120528004642Z,"""Too cute...that is you Jenna!\n""",PrivateTest
632,1,20120529132540Z,"""Comments like yours are why people are giving money to the casinos open handed. When knowledge is not power you are just another idiot in the casino.\n""",PrivateTest
633,0,20120601140547Z,"""Postmaster why you say Drug test? I could not pass a drug test. I ngo out in my quad color car and burn a fat one. I emplore you not to mention drug test OK""",PrivateTest
634,0,20120529073538Z,"""Bitch, please... She's with make-up!""",PrivateTest
635,1,20120603121443Z,"""This is awesome.\xa0 I love the SEC.. Ef the little 12 and the Texas whore. Eff Texas little johns too. Thats you KU with your little nub. """,PrivateTest
636,1,20120824163928Z,"""Reading comprehension is supposed to be a Vandy trait. I guess not in your case. I know, that wasn't classy of me.""",PrivateTest
637,1,20120601064100Z,"""\xa0why dont you keep your waywardness and extreme ignorance to yourself and grow a brain in the main time. Better still go back to school, get some awareness, broaden your information horizon and re join the rest of humanity. You and your demented IQ is on the same level as an ape.""",PrivateTest
638,0,20120602030332Z,"""This almost looks like you and Ross.......:-)\n""",PrivateTest
639,0,20120531213742Z,"""who cares about throwing the ball back to the picture, let that a-hole do it and save your arm for throwing out runners. next time you get the ball stomp your feet and take your ball and go home. Unbelieveable""",PrivateTest
640,0,20120529030146Z,"""why you mad cuz dominican brig dembow back and pr artist stuck in the same place doin the same shyt and dominican fuckin yall bitches and runnin u.s.a! 0OH THAS\nWHY YALL MAD""",PrivateTest
641,0,20120601014943Z,"""Are you jealous?""",PrivateTest
642,1,20120531150130Z,"""what a stupid cunt. she could have even done her research on wikipedia and fucking found that out. thundercunt""",PrivateTest
643,1,20120529160253Z,"""Stop sucking the industry dick. You wont kum out Warview- Homicide Valley talkin""",PrivateTest
644,0,20120529022748Z,"""Don't hold your breath.""",PrivateTest
645,0,20120603184447Z,"""@Char Johnson Thanks for your comment because you saved me a click :)""",PrivateTest
646,0,20120529153459Z,"""@Jess Breslin sounds like something you would like!""",PrivateTest
647,1,20120528171832Z,"""lmaoo.. i could prolly take him.. yaah id prolly fuck her... lol """,PrivateTest
648,0,20120531044310Z,"""Why are you here""",PrivateTest
649,1,20120603045522Z,"""With some big names coming up, Chelshittts are so sure next EPL or UCL is in their bag, Its so damn hilarious. Look at your pathetic team and the way you play football. With new players, your tradition is not going to change, Same filthy 'park-the-bus cum so-called counter-attacking' football. You are the luckiest this time. It happens only once in a while and it won't favour you anymore because you don't have that quality. SO don't ride on the wagon so high that you fall at your filthy buttts!!!""",PrivateTest
650,0,20120603173714Z,"""What about your father?""",PrivateTest
651,1,20120531144915Z,"""Go Fucking Kill yourself, you worthless piece of shit! Stefan is an asswipe, he doesn't know shit!!!""",PrivateTest
652,0,20120531032837Z,"""\xa0@MaddHatter\xa0I tried to tell him not to race but what came out was ""Shit nigga sometimes you gotta race"".""",PrivateTest
653,0,20120527155120Z,"""I just listened to that diggy song man and he got on j cole ass fuck cold world global warming nigga u better say something""",PrivateTest
654,0,20120602194757Z,"""Ernest\n\nYou are the only poster who got a recommend tonight. """,PrivateTest
655,1,20120528200255Z,"""shut the fuck up """,PrivateTest
656,0,20120528070654Z,"""What have you been smoking man !!""",PrivateTest
657,1,20120824173750Z,"""If he was white..the i d i o t racists in this country wouldn't care the economy sucks. They put up with that cretin George Bush who got us into this mess with his stupidity.""",PrivateTest
658,0,20120602024110Z,"""Now that is YOU and CHRIS!!!!!""",PrivateTest
659,1,20120602193138Z,"""Cordero you fat piece of gutter trash. """,PrivateTest
660,1,20120530223501Z,"""your fucking stupid""",PrivateTest
661,0,20120601072803Z,"""Fuck wit me 7862603375""",PrivateTest
662,1,20120602021542Z,"""Go away please. It is not a judges job to ""appear angry"" you ignat ape""",PrivateTest
663,0,20120601181332Z,"""Are you claiming that some women don't die because of a pregnancy? \n\nLet's clear that misunderstanding up, right now.""",PrivateTest
664,1,20120602095103Z,"""Get back in your hole""",PrivateTest
665,1,20120823232718Z,"""\xa0I couldn't disagree more with your claim that the bible regards ""personhood"" at birth.\xa0 How about the scripture that says ""I knit you together in your mother's womb.""\xa0 And ""I ordained all your days before one of them came to be.""\xa0 Obviously God is telling us he knew us before we were born.\xa0 Say what you want but people become people at time of conception.\xa0 When a woman has a miscarriage does she say ""I lost my fetus?""\xa0 NO!!\xa0 She lost her baby which is a person.\nTwist the scriptures all you want to keep the atrocious act of killing innocent unborn children as part of our nations sick policy.\xa0 Talk about MEDIEVAL...killing our own offspring.\xa0 Wake up and speak from the heart rather than man's foolish intellectual gibber.""",PrivateTest
666,0,20120528194334Z,"""SO PROUD OF YOU\xa0 ROB!!!\xa0 you are THE MAN!!""",PrivateTest
667,1,20120531032807Z,"""Suck a bag of dicks kal.""",PrivateTest
668,0,20120526233202Z,"""Mary, you look like Gwen!""",PrivateTest
669,1,20120601163520Z,"""You are an idiot that clearly has no understanding of exactly what caused the recession and who did it. Shut your trap and go do some research before you start spouting off like you actually know something. You obviously don't.""",PrivateTest
670,0,20120531222257Z,"""drcart: Are you married?""",PrivateTest
671,0,20120531152931Z,"""\xa0Sure you are.""",PrivateTest
672,1,20120528004827Z,"""White people are some fuckin straight weirdos!!!! This shit is sick, I bet her father is very proud and I don't ever wanna hear another black racist joke from another white person ever again! You ole Loose booty crackers! She definitely had a black dick in her!""",PrivateTest
673,1,20120826180803Z,"""Oh, get off your\xa0Ron Paul soap\xa0box.\xa0 He lost get over it.""",PrivateTest
674,0,20120601085056Z,"""Stop talkin' shit about your body, hot mama,""",PrivateTest
675,1,20120531185210Z,"""Now you're just embarrassing yourself!\xa0 """,PrivateTest
676,0,20120529075518Z,"""Oh...my....god!!! I'd totally forgotten about that.lol but holy shit that is so fucking funny.lol""",PrivateTest
677,1,20120824111157Z,"""fairedgar - your remark that jews cannot be secular because Judaism is a religion is just about the stupidest comment I've ever read. Everyone is born into a 'religion', but if you don't 'practice' that religion, then you are a secular member of that religion.\n\nMind you, it's nice to see that the Jews haters like you are so stupendously thick.""",PrivateTest
678,1,20120603034123Z,"""You are the SWAG version of mickey mouse,lol""",PrivateTest
679,1,20120529024901Z,"""No sweetie, you're the ""tuff"" guy:\n\nYou are a scumbag. You better hope you bite your lip in public punk. If Im ever unfortunate enough be in your presence and hear that vile garbage, it will be thing out of your hole.\nYou go first - use a real number this time.""",PrivateTest
680,1,20120531184903Z,"""Maybe you should** be in school.....""",PrivateTest
681,0,20120531093759Z,"""Hey man, glad to hear you're not in serious health straights - as I get \nolder, I worry more and more about the internet people who I follow and \nenjoy to hear from. \n\n\n\nCFS is a motherfucker, and people don't give it enough credit to how \nmuch it can fuck a life up. Fight the good fight man, and if you're ever\n in Australia I'll buy you your carbonated beverage of preference :)\n""",PrivateTest
682,0,20120531065827Z,"""\xa0Decent player at best when he is away from home. Funny too cause you can check his stats yet analysts still talk about him like he is a beast.""",PrivateTest
683,1,20120601001014Z,"""To Mr. Blooming Idiot Berg: Your Mom! """,PrivateTest
684,0,20120824062434Z,"""His name is Alphonse Mucha. Not Albert.""",PrivateTest
685,1,20120528222612Z,"""I'm sure dumb-asses, like yourself, will be trolling full force under our next President...Romney.  What does ""boyhollow"" mean...or do we want to know?""",PrivateTest
686,1,20120824135715Z,"""He's on roids you are a sucker, don't delete my comment you damn mod.""",PrivateTest
687,0,20120601220351Z,"""\xa0Holy shit.\xa0 I've never heard that story before- pretty epic.\xa0 """,PrivateTest
688,1,20120531011839Z,"""No.  In your mom's bed.  """,PrivateTest
689,1,20120825153612Z,"""LOL you're the one being worked up. I just mentioned that we need to score more to kill the game and increase our goal difference, and you're going all over the place saying I'm a moron? You're the one not making sense here. \n\nYou're the one who should sod off, make sure you learn to read English properly before you come here and troll. What a fail loser""",PrivateTest
690,1,20120529025215Z,"""ONCE AGAIN IT WAS JUST DANCING AND JUST BECAUSE IM ESTABLISHED AND SO IS MY FAMILY DONT MEAN THAT I DONT WATCH NETWORK TV OR TV PERIOD THE ONLY PEDOPHILE IS YOU AND YOU RATHER SUPPORT THE POLISH DEATH SONG ANYONE CAN GOOGLE OR YAHOO SOME HISTORY BUT IF YOU TRULY WANT THE ANSWER TO SOMETHING IN HISTORY DONT GOOGLE YOUR RESEARCH GO READ A BOOK YOU RATHER KIDS SING ABOUT DEATH THAN TO DO SOMETHING SO INNOCENT AS JUST DANCING LIKE I SAID BEFORE GET THE FUCK ON WITH THAT DUMB SHIT BECAUSE LIKE YOU IM HUMAN AND I TOO LIKE TO BE ENTERTAINED BUT IT IS ALL OF HOW SOME ONE VIEWS IT AND YOUR VIEW ISNT MY VIEW OBVIOUSLY""",PrivateTest
691,1,20120531162537Z,"""Your a nasty boy. """,PrivateTest
692,0,20120601143510Z,"""Just keep it up Holder your not helping Oboma at all ..you are just succeeding in making people mad..beside's dont you have a Fast & Furious contempt hanging over your shoulder's to attend to and get you books in order..""",PrivateTest
693,0,20120529030158Z,"""i lol when the viewers first see a white skin person they suddenly feel like making a racial comment. All races do shit like this. and anyway the guy\xa0deserved\xa0it he wanted to bottle a girl...""bottle a girl"" = hit a bottle over a girls head.""",PrivateTest
694,1,20120529130810Z,"""\xa0@xPeachRose7\n\xa0YOU'RE THE ONE WHO HAS NO LIFE CUZ YOU WATCH HER TUTORIALS BITCH""",PrivateTest
695,0,20120528204254Z,"""Gee, you are a smart one.\xa0 """,PrivateTest
696,0,20120528070433Z,"""Don't worry, you are :) Love ya!""",PrivateTest
697,0,20120825102850Z,"""Io ho brevettato le baggianate. Quindi smettete subito di dire baggianate.""",PrivateTest
698,0,20120825174138Z,"""\xa0lack of proper training...sadly""",PrivateTest
699,0,20120528043454Z,"""You are a patriot!""",PrivateTest
700,1,20120602215043Z,"""You're an idiot baldo. """,PrivateTest
701,0,20120528095331Z,"""\xa0Are you jealous of him?""",PrivateTest
702,1,20120527155131Z,"""Buddy you sound like a complete clown on here running your mouth """,PrivateTest
703,1,20120527204516Z,"""setting up the DP\n\xa0\nAlso, Fuck you luke scott.\xa0 Fuck you""",PrivateTest
704,1,20120528200218Z,"""You are a loser in every sense of the word. Your presence on Earth, is a loss for humanity. """,PrivateTest
705,0,20120601203509Z,"""Yawn.......what you are suggesting about today's music......was said about 60s music back then.""",PrivateTest
706,1,20120601163512Z,"""You're intellectually challenged.""",PrivateTest
707,0,20120601160638Z,"""Don't feel sorry for her, she's Madonna.&nbsp; And you're not.\r\n""",PrivateTest
708,1,20120603202655Z,"""Your numbers are so far off you have no idea what you are talking about.\xa0 Did you take your Prozac today?\xa0 Please do it now.""",PrivateTest
709,1,20120528233229Z,"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT""",PrivateTest
710,1,20120527213747Z,"""Phil\n\nAnd then you fell off the hotel balcony.\n\n.""",PrivateTest
711,1,20120528064102Z,"""i hate racist inbreed white\xa0people\xa0that's\xa0why we stay fucking ya'll up dumb ass may ain't over pussy it can be may day in this bitch""",PrivateTest
712,1,20120826170544Z,"""<strong>Obama's campaign is in deep trouble.  The have to place the race card, the scare women card, the scare seniors card, and the class-warfare card.  That is all he has. <u>He sure can't run on his failed record. """,PrivateTest
713,0,20120528194248Z,"""What are your criteria for ""best?""""",PrivateTest
714,1,20120602094823Z,"""You're not hot. Get over yourself""",PrivateTest
715,1,20120531185032Z,"""Are you spewing blind hatred? Do you really a fair/just mind in your head? """,PrivateTest
716,1,20120825004044Z,"""yourmamatoo\xa0So_1\xa0One of your illiterate relatives, I'm guessing. """,PrivateTest
717,0,20120531185421Z,"""Don't get her pregnant! Then you'll be really screwed like many other young couples that have children before paying off their debts.\n\nThat is really it though, isn't it? All this exploding debt is just discouraging the intelligent from having children.""",PrivateTest
718,0,20120526233025Z,"""fuck push t and anybody that love em """,PrivateTest
719,1,20120601200740Z,"""@NickiMinaj1 - how bout not i do what i want to do you know im right thats why you had nothing to say about it so just crowl back to your little hole and shut the f up okay """,PrivateTest
720,0,20120527140512Z,"""OH SHIT SHORT BUS SHAWTY!!! Soulja Boy Warned\xa0me about those girls!\xa0""",PrivateTest
721,1,20120826213226Z,"""what an idiot""",PrivateTest
722,1,20120528222617Z,"""HEY! jAred...\n\nYou're going to wake the fuck up breathing through a fucking tube...""",PrivateTest
723,1,20120527175608Z,"""What I want to know is why you haven't posted your address like you said you would so I can lick your ass until you're dizzy. Ask PATRICPARAMEDIC about the tongue job I did on his ass rim.""",PrivateTest
724,1,20120602095007Z,"""Hay Richard (Dick-head), when are you going to play the 'race card'.  That's usually the Lib-turds last resort, since you have no facts to challenge the truth.  So don't bother, I'm a  Black 20-year American USAF veteran, with a real birth certificate. You can call me a 'Black racist' with a brain - and a lover of facts.  Try living in 'Real-ville', or at least visit long enough to get some facts.  And stop posting your snide tripe posing as lucid commentary, the subject, like the belt holding Ovomits trousers, is above your head.  Fool.""",PrivateTest
725,1,20120602150638Z,"""yeah, you're dumb. nice work""",PrivateTest
726,0,20120601200751Z,"""Hi Sal\nhow are you doing?\n""",PrivateTest
727,0,20120601034049Z,"""Yes, you're a good example of that.""",PrivateTest
728,1,20120531150326Z,"""\xa0Oh look how tough you are behind your computer. you do something STFU""",PrivateTest
729,1,20120602093618Z,"""GF seeing you watching gay porn > mod""",PrivateTest
730,1,20120529065351Z,"""Well , I know what I have. To bad you know what you have and apparently , you are extremely disappointed by it. """,PrivateTest
731,0,20120531185423Z,"""Spinning layoffs as ""positive evolution"" is a total bullshit. \xa0Fuck you, Justin Jimenez. \xa0Fuck you,\xa0\nExaminer. \xa0These are peoples' lives you're screwing with just so you can make a buck or two off of your mediocre product. \xa0""",PrivateTest
732,1,20120528222634Z,"""\xa0Must be what happened when they saw you Soledad.\xa0 Wearing your thong and\xa0 nipple ring as you went to sleep in your fox hole...secretly dreaming of the soldier next to you. \xa0\xa0 """,PrivateTest
733,1,20120531061614Z,"""People sell their grandmother for twenty bucks and you think they care about your feelings being hurt by posting your mugshot on the internet? \xa0Really, think about it. \xa0They sell medication to dying sick that's made up out of chalk and dirt and they don't lose sleep over it. \xa0Suddenly we expect bunch of dotc um a55 holes to do what's right. \xa0Get over it. \xa0""",PrivateTest
734,0,20120528081016Z,"""At least you're sticking to your guns.<br>""",PrivateTest
735,0,20120528221610Z,"""\xa0The Volstead Act basically got repealed because the States, starting with NY, refused to help the Feds anymore!\xa0 The Feds can't do it alone.\xa0 The States need to step up & do this again.\xa0 And you are right, murder is easier to get away with than smoking a damn flower which apparently is the gateway drug to the White House!!!""",PrivateTest
736,1,20120529011002Z,"""@zen kat Hmmmm, aren't you a little old for cyber bullying?\n""",PrivateTest
737,1,20120823211857Z,"""Jean Smart - You are a brainless tool.\xa0 We conservatives wonder how you murderers, who support abortion for any reason,\xa0 live with yourself.\xa0 I don't believe in abortion but I could almost get there if you were the one being aborted. """,PrivateTest
738,0,20120527210939Z,"""305 stay out the heat and off the heats dick.. Think,, you wanna be thug""",PrivateTest
739,0,20120528194009Z,"""you should be able to. just add the charmin to your transaction. The charmin will automatically deduct off. Then give the cashier your coupon. hth :)""",PrivateTest
740,1,20120602223547Z,"""You sound like a prude. """,PrivateTest
741,1,20120529131117Z,"""\xa0@TeeBooWa\n\xa0HAH YOUR'E ONLY 14? FPFF AND YOU TELL ME WHAT TO DO? I'M WAAY OLDER THAN YOU WHO YOU CALLING A BITCH AND A FUG? YOU DOUCHE BAG BITCH I WANNA PUNCH YOUR EYEBALL OUT AND KILL YA FUCKYA""",PrivateTest
742,0,20120530223703Z,"""That's the clap you feel.""",PrivateTest
743,1,20120825181045Z,"""Get lost Fengshui you silly troll. No-one needs your nonsense (and I really do mean nonsense) here.""",PrivateTest
744,0,20120824114344Z,"""Ahora sus abogados presentar\xe1n la reclamaci\xf3n de que la fianza es ""irrazonable""; los payasos del servicio con antelaci\xf3n a juicio dir\xe1n que ese muchacho,H\xe9ctor Radwan Fern\xe1ndez Mel\xe9ndez \xa0 es un santo y que merece se le rebaje la fianza, que no representa, y nunca ha representado, peligro para nuestra sociedad.\xa0 El juez pendejo les creer\xe1 el cuento y pa' la calle otra vez...""",PrivateTest
745,1,20120526233304Z,"""I wouldn't talk APE, you are so dumb you once failed a survey!""",PrivateTest
746,1,20120602002841Z,"""You're a real bore,ya know it??""",PrivateTest
747,1,20120527155241Z,"""\xa0you know what ""the suck is"" your butchering of the english language. go to school damnit""",PrivateTest
748,0,20120527004618Z,"""you are so right, and you have an american flag in the picture.\xa0 u must be an american""",PrivateTest
749,1,20120528100024Z,"""\xa0btw- \xa0 nimahom-\xa0 what did an\xa0 A$$ hole\xa0 like YOU ever do for your country?""",PrivateTest
750,1,20120601034056Z,"""Oh Krutboo, you loser! I don't really need your assessment of what I do or do not deserve, you self righteous ignoramus.  I've already wasted too much of my time treating you civilly.  Fuck you and your conservative cronies!  """,PrivateTest
751,1,20120603045500Z,"""Fuck you.""",PrivateTest
752,1,20120602165531Z,"""Moronic bla bla from a moronic person like you. Wright is the man!""",PrivateTest
753,1,20120601163322Z,"""Your comments are:\n\n1) Not needed.\n2) Not wanted.""",PrivateTest
754,0,20120527063358Z,"""You are so 1997. """,PrivateTest
755,1,20120603202705Z,"""Lame congress idiots or tyrants debating BULLSHIT!!! \xa0there are no terrorists except those who invented terrorism... MOSSAD and the U.S. Military Intelligence go watch the whistle blower at w w w.dormantideas.c o m and you will see this congress is completely out of touch or with the tyrants bought and paid for... \xa0this is no joke 2 Acts that are equal to Hitler's Enabling Act of 1933 and you debate!!!!!!!! \xa0What the fck are you debating!!!!!\nfckng wake up idiots...""",PrivateTest
756,0,20120602023808Z,"""You're supposed to be an optimist! lol""",PrivateTest
757,0,20120602004204Z,"""The next three months have bad news written all over it. Take stock, sort your shit out, stay away from London ,look after your own and try your best.\n\nGood Luck. """,PrivateTest
758,0,20120823185555Z,"""It took me a little bit to notice that I'm not on Cracked.com anymore. i'm fucking retarded.""",PrivateTest
759,1,20120531153219Z,"""Really?\xa0 11 Brava Mass 182nd.\xa0 I hope you rot in he11 you unpatriotic a\xa0 sss hole.""",PrivateTest
760,0,20120602200950Z,"""And you are?""",PrivateTest
761,0,20120602023824Z,"""I hope you guys know bias when you read it.\nUnivision doing a balanced story on Don Omar is like asking your ex-wife to tell the girl you are trying to pick-up at a club about all your great qualities --- it ain't never going to happen""",PrivateTest
762,0,20120531061826Z,"""How many employers have you had that asked about your college grades?""",PrivateTest
763,0,20120603031852Z,"""You, sir, are ten years ahead of your time... or maybe just 10 years ahead of congress.""",PrivateTest
764,0,20120528001219Z,"""no, that was your girl on your dads then kiss you after""",PrivateTest
765,0,20120602165252Z,"""You're a real class act Matt...""",PrivateTest
766,0,20120531150356Z,"""You're from Greece? Don't you have more pressing matters to attend to?""",PrivateTest
767,0,20120601131457Z,"""\xa0He can't - got no nose you see.........""",PrivateTest
768,0,20120602160820Z,"""You are correct....ironic, No?""",PrivateTest
769,0,20120603202830Z,"""@Corwin11 -- Yes it does.\xa0 It expires when you are convicted of a felony, when you renounce your citizenship, and when you die.""",PrivateTest
770,1,20120602190807Z,"""Murdering bastard.  Hope you die, Cause: you suck.""",PrivateTest
771,1,20120531215641Z,"""Because racism shouldn't  be exposed? or because you are living in the past and are racist yourself?""",PrivateTest
772,1,20120527063233Z,"""Good movie....Sify you are making fool of yourself....""",PrivateTest
773,1,20120529025040Z,"""lmao you're \xa0a fool man lol\xa0""",PrivateTest
774,0,20120601200907Z,"""So you are black?""",PrivateTest
775,1,20120826183635Z,"""your dumb though """,PrivateTest
776,1,20120825193945Z,"""<div class=""forum-item forum-reply""><div class=""forum-item-description""><p>Wonder what he was doing to get picked up.&nbsp; The Alabama law is basicly in place to pick up a drunk idiot who is out looking for a fight.</p></div></div>""",PrivateTest
777,1,20120531185551Z,"""you are a racist""",PrivateTest
778,1,20120527161129Z,"""\xa0shut ur nasty ass up u homo ass nigga,u still gona b sticking ur shit in a females asses and i know for a fact u either done it to a dude or thought about it,nasty fucker,u in the same category as this nasty bitch""",PrivateTest
779,1,20120602090729Z,"""Dear Stemicnic, you have had five hours to deny that you are a fuckwit.""",PrivateTest
780,1,20120531150240Z,"""Remind me to rag on you and the city you live in when your family members are senselessly gunned down in cold blood.\xa0 \n\nIdiot.""",PrivateTest
781,0,20120527211521Z,"""Your cute boys must giggle all through lunch. These are hilarious!""",PrivateTest
782,0,20120603132429Z,"""And you're not putting yuo're spin on anything? Please!""",PrivateTest
783,0,20120531185555Z,"""are you free today, or tomorrow?""",PrivateTest
784,1,20120529160142Z,"""That loon is far more successful than you are.""",PrivateTest
785,0,20120602021420Z,"""To each their own.\n\nHowever like Pete said, when shit hits the fan, you want the cops there as surely as they'll be a fat kid hanging around a cake.""",PrivateTest
786,1,20120527072425Z,"""But not so strange that you are only just a moron....""",PrivateTest
787,0,20120527161331Z,"""Ok....you know what? Fuck this. *bye*""",PrivateTest
788,1,20120601110911Z,"""Are you having fun posting your liberals lies?""",PrivateTest
789,1,20120531153007Z,"""you are a negative for your kind. Try to sound smart at least.""",PrivateTest
790,1,20120529210243Z,"""And you idiots really whinned and cried when you got stomped in 2010.........can't wait until Nov., you'll probably go back to the chicago sewer with your...........well, you get the drift. LOL""",PrivateTest
791,1,20120824054416Z,"""So you get your amazing information from the CIA? Wow you really are connected!""",PrivateTest
792,0,20120602033330Z,"""Thank you Nini, looks good.""",PrivateTest
793,1,20120528030122Z,"""U sir r a bitch""",PrivateTest
794,0,20120527204639Z,"""Boy were you wrong""",PrivateTest
795,0,20120531215817Z,"""Why are you related to the judge?""",PrivateTest
796,0,20120529022838Z,"""Ummm and your bunny...""",PrivateTest
797,0,20120529103759Z,"""you must be amazing at guitar.""",PrivateTest
798,1,20120602160853Z,"""Were you watching the game???    Damn, what a moron...""",PrivateTest
799,0,20120528181322Z,"""If eating pussy gives you hair on your chin, then Harden must've ate the whole WNBA out.""",PrivateTest
800,1,20120531054941Z,"""you are obviously indian and definitely high !\xa0""",PrivateTest
801,0,20120527204822Z,"""With this attitude you must be liked veru much by your little students :-) """,PrivateTest
802,1,20120531184436Z,"""This post was dumb...., simple vaseline will do the trick every time. You might be a little greasy but at least you will not have to go back and touch up. Granny always told me to use vaseline nothing more nothing less.""",PrivateTest
803,0,20120531021417Z,"""ARE YOU THE PITCHER OR CATCHER IN\xa0 YOUR BED""",PrivateTest
